CME_ID,t0,dt0_h,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo
0068,2022-12-14 15:38:00,1.0,77.0,24.0,943.0,59.0,852.0,1051.0,
0069,2022-12-14 17:48:00,5.0,53.0,48.0,781.0,21.0,735.0,801.0,
0070,2022-12-14 20:36:00,3.0,121.0,40.0,466.0,62.0,328.0,568.0,
0071,2022-12-14 22:24:00,1.0,128.0,22.0,263.0,68.0,144.0,355.0,
0072,2022-12-14 22:36:00,2.0,69.0,92.0,992.0,361.0,600.0,1953.0,II
0073,2022-12-15 04:12:00,1.0,40.0,6.0,476.0,80.0,355.0,568.0,
0074,2022-12-15 04:48:00,6.0,254.0,38.0,134.0,78.0,99.0,322.0,
0075,2022-12-15 10:48:00,1.0,47.0,12.0,553.0,62.0,419.0,589.0,
0076,2022-12-15 12:24:00,0.0,90.0,34.0,1230.0,361.0,784.0,1953.0,
0077,2022-12-15 13:25:00,1.0,47.0,24.0,1122.0,224.0,710.0,1208.0,
0078,2022-12-15 16:12:00,0.0,106.0,18.0,1645.0,128.0,1358.0,1838.0,
0079,2022-12-15 16:12:00,1.0,121.0,24.0,1562.0,285.0,1077.0,1953.0,
0080,2022-12-15 21:24:00,2.0,245.0,56.0,285.0,53.0,177.0,372.0,
0081,2022-12-16 00:36:00,4.0,208.0,14.0,363.0,277.0,154.0,892.0,
0082,2022-12-16 04:28:00,3.0,102.0,70.0,1358.0,325.0,405.0,1782.0,
0083,2022-12-16 11:48:00,3.0,27.0,16.0,844.0,511.0,434.0,1750.0,
0084,2022-12-16 13:25:00,5.0,17.0,16.0,946.0,541.0,104.0,1953.0,
0085,2022-12-16 13:36:00,1.0,64.0,10.0,590.0,537.0,452.0,1739.0,
0086,2022-12-16 17:48:00,3.0,62.0,30.0,1099.0,309.0,625.0,1644.0,
0087,2022-12-16 19:36:00,1.0,231.0,8.0,309.0,43.0,228.0,330.0,
0088,2022-12-16 21:48:00,1.0,123.0,24.0,611.0,427.0,315.0,1562.0,
0089,2022-12-16 23:24:00,1.0,51.0,12.0,679.0,377.0,529.0,1488.0,
0090,2022-12-17 00:24:00,1.0,292.0,50.0,488.0,120.0,254.0,712.0,
0091,2022-12-17 00:36:00,4.0,260.0,26.0,357.0,563.0,128.0,1736.0,
0092,2022-12-17 03:48:00,1.0,52.0,14.0,726.0,80.0,710.0,919.0,
0093,2022-12-17 05:12:00,1.0,125.0,32.0,1067.0,328.0,294.0,1488.0,
0094,2022-12-17 19:12:00,1.0,256.0,10.0,376.0,27.0,334.0,400.0,
0095,2022-12-17 20:00:00,2.0,114.0,54.0,673.0,395.0,289.0,1562.0,
0096,2022-12-17 22:36:00,2.0,291.0,88.0,343.0,57.0,238.0,488.0,
0097,2022-12-18 00:00:00,2.0,126.0,30.0,156.0,65.0,101.0,306.0,
0098,2022-12-18 02:36:00,1.0,281.0,12.0,248.0,14.0,240.0,274.0,
0099,2022-12-18 05:24:00,1.0,62.0,10.0,565.0,112.0,385.0,726.0,
0100,2022-12-18 07:00:00,6.0,263.0,156.0,428.0,98.0,191.0,637.0,II
0101,2022-12-18 07:00:00,3.0,209.0,24.0,339.0,70.0,244.0,459.0,
0102,2022-12-18 09:48:00,2.0,94.0,74.0,1250.0,541.0,150.0,1953.0,
0103,2022-12-18 11:36:00,0.0,321.0,8.0,325.0,155.0,152.0,543.0,
0104,2022-12-18 13:25:00,1.0,72.0,14.0,1569.0,754.0,322.0,1854.0,
0105,2022-12-18 13:36:00,1.0,248.0,18.0,283.0,36.0,234.0,359.0,
0106,2022-12-18 15:27:00,2.0,235.0,12.0,351.0,10.0,335.0,359.0,
0107,2022-12-18 15:27:00,3.0,80.0,26.0,579.0,660.0,233.0,1953.0,
0108,2022-12-18 15:37:00,1.0,86.0,18.0,1276.0,418.0,726.0,1953.0,
0109,2022-12-18 17:12:00,1.0,230.0,10.0,345.0,32.0,285.0,372.0,
0110,2022-12-18 17:24:00,2.0,59.0,20.0,466.0,540.0,318.0,1838.0,
0111,2022-12-18 20:12:00,3.0,279.0,40.0,448.0,118.0,206.0,568.0,
0112,2022-12-19 03:12:00,5.0,271.0,56.0,503.0,45.0,400.0,589.0,
0113,2022-12-19 12:00:00,3.0,287.0,100.0,411.0,144.0,98.0,686.0,II
0114,2022-12-19 15:24:00,1.0,289.0,12.0,314.0,160.0,228.0,611.0,
0115,2022-12-19 15:24:00,1.0,54.0,6.0,420.0,126.0,323.0,651.0,
0116,2022-12-19 21:24:00,1.0,5.0,12.0,440.0,223.0,309.0,919.0,
0117,2022-12-19 22:36:00,4.0,302.0,50.0,385.0,61.0,303.0,529.0,
0118,2022-12-20 00:00:00,2.0,278.0,22.0,149.0,23.0,123.0,196.0,
0119,2022-12-20 00:12:00,4.0,225.0,36.0,160.0,18.0,118.0,186.0,
0120,2022-12-20 04:24:00,0.0,68.0,14.0,606.0,42.0,568.0,692.0,
0121,2022-12-20 05:00:00,2.0,83.0,20.0,1201.0,523.0,637.0,1953.0,
0122,2022-12-20 08:24:00,2.0,278.0,30.0,615.0,198.0,385.0,1116.0,
0123,2022-12-20 12:00:00,2.0,195.0,16.0,296.0,71.0,179.0,357.0,
0124,2022-12-20 20:24:00,4.0,313.0,28.0,612.0,435.0,325.0,1642.0,
0125,2022-12-20 21:24:00,1.0,268.0,10.0,620.0,302.0,428.0,1249.0,
0126,2022-12-21 01:36:00,1.0,75.0,8.0,1647.0,797.0,411.0,1948.0,
0127,2022-12-21 04:12:00,4.0,261.0,24.0,247.0,699.0,103.0,1644.0,
0128,2022-12-21 04:12:00,3.0,66.0,34.0,394.0,164.0,155.0,781.0,
0129,2022-12-22 00:00:00,1.0,213.0,16.0,197.0,63.0,100.0,221.0,
0130,2022-12-22 00:12:00,5.0,205.0,40.0,186.0,48.0,107.0,286.0,
0131,2022-12-22 09:12:00,2.0,272.0,22.0,517.0,124.0,252.0,679.0,
0132,2022-12-22 14:36:00,1.0,201.0,8.0,424.0,99.0,286.0,584.0,
0133,2022-12-22 22:12:00,2.0,192.0,18.0,453.0,137.0,307.0,762.0,
0134,2022-12-23 10:36:00,1.0,197.0,8.0,423.0,30.0,390.0,462.0,
0135,2022-12-23 11:24:00,3.0,251.0,60.0,337.0,126.0,154.0,559.0,
0136,2022-12-23 14:12:00,1.0,254.0,6.0,250.0,7.0,242.0,260.0,
0137,2022-12-23 15:24:00,2.0,196.0,10.0,351.0,99.0,336.0,558.0,
0138,2022-12-23 18:24:00,1.0,1.0,8.0,412.0,44.0,335.0,443.0,
0139,2022-12-23 19:36:00,3.0,56.0,90.0,320.0,80.0,224.0,512.0,
0140,2022-12-23 20:36:00,1.0,118.0,30.0,281.0,107.0,115.0,459.0,
0141,2022-12-24 00:36:00,2.0,160.0,18.0,122.0,44.0,100.0,208.0,
0142,2022-12-24 02:00:00,1.0,158.0,18.0,268.0,112.0,122.0,405.0,
0143,2022-12-24 03:12:00,2.0,33.0,68.0,1249.0,427.0,434.0,1644.0,
0144,2022-12-24 03:12:00,1.0,8.0,14.0,494.0,55.0,452.0,625.0,
0145,2022-12-24 06:24:00,1.0,115.0,16.0,349.0,32.0,312.0,405.0,
0146,2022-12-24 08:36:00,1.0,243.0,12.0,473.0,48.0,446.0,578.0,
0147,2022-12-24 09:12:00,1.0,68.0,10.0,486.0,145.0,452.0,762.0,
0148,2022-12-24 10:12:00,1.0,359.0,12.0,600.0,98.0,488.0,781.0,
0149,2022-12-24 14:36:00,1.0,189.0,16.0,500.0,165.0,267.0,781.0,
0150,2022-12-24 21:12:00,1.0,89.0,8.0,1157.0,658.0,105.0,1953.0,
0151,2022-12-24 22:24:00,2.0,114.0,50.0,315.0,62.0,171.0,436.0,
0152,2022-12-24 22:36:00,2.0,92.0,18.0,327.0,184.0,124.0,746.0,
0153,2022-12-25 01:48:00,7.0,342.0,38.0,518.0,103.0,416.0,801.0,
0154,2022-12-25 07:24:00,3.0,203.0,112.0,443.0,236.0,147.0,1157.0,II
0155,2022-12-25 09:12:00,0.0,284.0,14.0,461.0,100.0,281.0,625.0,
0156,2022-12-25 19:12:00,1.0,87.0,16.0,664.0,256.0,107.0,919.0,
0157,2022-12-25 21:36:00,2.0,90.0,18.0,655.0,408.0,242.0,1488.0,
0158,2022-12-25 21:36:00,2.0,138.0,54.0,618.0,113.0,385.0,781.0,
0159,2022-12-26 00:24:00,1.0,85.0,20.0,548.0,221.0,160.0,710.0,
0160,2022-12-26 04:00:00,2.0,86.0,18.0,246.0,143.0,129.0,558.0,
0161,2022-12-26 05:00:00,2.0,94.0,10.0,1566.0,494.0,664.0,1838.0,
0162,2022-12-26 10:36:00,1.0,161.0,12.0,372.0,8.0,357.0,376.0,
0163,2022-12-26 12:36:00,2.0,309.0,40.0,625.0,191.0,488.0,1041.0,
0164,2022-12-26 14:12:00,4.0,106.0,46.0,416.0,63.0,261.0,512.0,
0165,2022-12-26 19:24:00,1.0,116.0,14.0,226.0,20.0,187.0,252.0,
0166,2022-12-27 01:36:00,3.0,123.0,36.0,286.0,72.0,169.0,440.0,
0167,2022-12-27 02:00:00,3.0,85.0,16.0,247.0,125.0,102.0,520.0,
0168,2022-12-27 02:48:00,1.0,130.0,6.0,678.0,452.0,347.0,1488.0,
0169,2022-12-27 08:36:00,3.0,79.0,16.0,868.0,675.0,176.0,1893.0,
0170,2022-12-27 21:12:00,3.0,123.0,36.0,288.0,195.0,189.0,844.0,
0171,2022-12-28 01:36:00,2.0,114.0,18.0,325.0,90.0,221.0,496.0,
0172,2022-12-28 01:48:00,1.0,11.0,8.0,1603.0,129.0,1388.0,1736.0,
0173,2022-12-28 02:24:00,5.0,235.0,44.0,151.0,64.0,88.0,355.0,
0174,2022-12-28 14:12:00,1.0,211.0,8.0,236.0,16.0,212.0,256.0,
0175,2022-12-28 17:00:00,1.0,124.0,14.0,247.0,39.0,205.0,318.0,
0176,2022-12-29 01:48:00,2.0,14.0,6.0,167.0,197.0,104.0,553.0,
0177,2022-12-30 07:12:00,0.0,286.0,18.0,731.0,283.0,392.0,1249.0,
0178,2022-12-30 11:36:00,1.0,168.0,42.0,405.0,73.0,252.0,533.0,
